"Phi_0_","h","method","xi","pressuredrop","pressuredrop_ideal","relerror","runtime","FiltEST_runtime"
0.1,0.4,"midpoint",0.0,0.000388205,9.58,0.9999594775574112,0.38354,12.242
0.1,0.1,"midpoint",0.0,0.000377856,8.143,0.9999535974456588,47.719,156.25
0.2,0.4,"midpoint",0.0,0.000388205,9.58,0.9999594775574112,0.098145,12.75
0.2,0.1,"midpoint",0.0,0.000377856,8.143,0.9999535974456588,45.094,156.13
